Chromosome	Start	End	ID	Confidence
chr11	68547750	68548750	E_018173	0.9645
chr11	68605750	68606500	E_018174	0.8087
chr11	68608250	68608750	E_018175	0.8232
chr11	68624750	68626250	E_018176	0.9798
chr11	68669250	68670000	E_018177	0.5248
chr11	68672750	68673250	E_018178	0.5977
chr11	68712750	68714000	E_018179	0.9838
chr11	68817000	68817500	E_018180	0.8093
chr11	68924000	68925000	E_018181	0.8931
chr11	69063750	69065500	E_018182	0.8763
chr11	69067250	69070500	E_018183	0.9384
chr11	69189750	69190750	E_018184	0.7134
chr11	69195500	69198750	E_018185	0.9648
chr11	69208000	69210000	E_018186	0.9118
chr11	69211000	69214000	E_018187	0.9723
chr11	69215000	69218250	E_018188	0.978
chr11	69219750	69220750	E_018189	0.7338
chr11	69222500	69226000	E_018190	0.9777
chr11	69234750	69236250	E_018191	0.9196
chr11	69250750	69251750	E_018192	0.9832
chr11	69256750	69259000	E_018193	0.9067
chr11	69261750	69266250	E_018194	0.9787
chr11	69794000	69797750	E_018195	0.9808
chr11	69816000	69817500	E_018196	0.94
chr11	69826750	69828500	E_018197	0.9748
chr11	69957000	69958750	E_018198	0.9477
chr11	70050000	70051500	E_018199	0.841
chr11	70066000	70067000	E_018200	0.9832
chr11	70124750	70125750	E_018201	0.7103
chr11	70157250	70158250	E_018202	0.9814
chr11	70158500	70159750	E_018203	0.9781
chr11	70181000	70182000	E_018204	0.8708
chr11	70227250	70229000	E_018205	0.9331
chr11	70236250	70237250	E_018206	0.7237
chr11	70241500	70243500	E_018207	0.8679
chr11	70245750	70247500	E_018208	0.9326
chr11	70263500	70265000	E_018209	0.7428
chr11	70269750	70271250	E_018210	0.9555
chr11	70588000	70589000	E_018211	0.9789
chr11	71157500	71158500	E_018212	0.7513
chr11	71160500	71161500	E_018213	0.7254
chr11	71417500	71418500	E_018214	0.7998
chr11	71420750	71422000	E_018215	0.9875
chr11	71424000	71425250	E_018216	0.9811
chr11	71453750	71456000	E_018217	0.9762
chr11	71459750	71461000	E_018218	0.9786
chr11	71482750	71484250	E_018219	0.9767
chr11	71497000	71497500	E_018220	0.6042
chr11	71499250	71499750	E_018221	0.5621
chr11	71640750	71641750	E_018222	0.8157
chr11	71659250	71660750	E_018223	0.9823
chr11	71673000	71674250	E_018224	0.9667
chr11	71707000	71708500	E_018225	0.874
chr11	71788750	71790250	E_018226	0.8013
chr11	71792750	71793250	E_018227	0.6531
chr11	71802250	71803500	E_018228	0.9444
chr11	71810500	71811250	E_018229	0.8579
chr11	71813000	71813750	E_018230	0.8253
chr11	71829500	71830750	E_018231	0.8241
chr11	71863000	71864500	E_018232	0.9261
chr11	71932750	71933500	E_018233	0.7392
chr11	71936750	71937250	E_018234	0.8122
chr11	71973750	71975000	E_018235	0.9383
chr11	72003250	72004000	E_018236	0.7765
chr11	72031750	72033750	E_018237	0.9768
chr11	72037000	72039250	E_018238	0.9566
chr11	72044750	72045750	E_018239	0.9789
chr11	72046500	72048750	E_018240	0.9702
chr11	72060500	72061250	E_018241	0.8206
chr11	72122500	72123750	E_018242	0.9162
chr11	72342500	72345000	E_018243	0.9525
chr11	72446250	72450250	E_018244	0.9775
chr11	72451750	72454000	E_018245	0.9498
chr11	72455000	72456500	E_018246	0.9798
chr11	72462250	72462750	E_018247	0.7907
chr11	72464500	72465000	E_018248	0.8822
chr11	72470000	72471000	E_018249	0.9255
chr11	72483750	72485250	E_018250	0.9823
chr11	72486000	72489750	E_018251	0.9773
chr11	72498250	72500000	E_018252	0.959
chr11	72503250	72504000	E_018253	0.8392
chr11	72505750	72506500	E_018254	0.8733
chr11	72854500	72855750	E_018255	0.9358
chr11	72893750	72895000	E_018256	0.9767
chr11	72953000	72954250	E_018257	0.9004
chr11	73017750	73018250	E_018258	0.6131
chr11	73088250	73089000	E_018259	0.8068
chr11	73089250	73090250	E_018260	0.8807
chr11	73095500	73098250	E_018261	0.9792
chr11	73098500	73099500	E_018262	0.9194
chr11	73469500	73470000	E_018263	0.5164
chr11	73489000	73491750	E_018264	0.9113
chr11	73494000	73497000	E_018265	0.9718
chr11	73499750	73501250	E_018266	0.8624
chr11	73561750	73563500	E_018267	0.9832
chr11	73590750	73593000	E_018268	0.788
chr11	73683500	73684500	E_018269	0.9746
chr11	73689250	73690250	E_018270	0.7827
chr11	73690500	73691250	E_018271	0.7937
chr11	73695500	73696500	E_018272	0.8845
chr11	73721500	73723500	E_018273	0.9592
chr11	73797750	73798750	E_018274	0.9177
chr11	73848750	73851250	E_018275	0.9518
chr11	73880250	73881000	E_018276	0.6482
chr11	73883250	73884500	E_018277	0.65
chr11	73884750	73886000	E_018278	0.9109
chr11	74169750	74172750	E_018279	0.9352
chr11	74215500	74217500	E_018280	0.982
chr11	74304250	74304750	E_018281	0.7553
chr11	74326000	74327250	E_018282	0.9811
chr11	74351750	74353000	E_018283	0.9548
chr11	74383250	74385750	E_018284	0.9846
chr11	74460500	74461750	E_018285	0.7102
chr11	74516750	74518250	E_018286	0.9521
chr11	74529000	74530250	E_018287	0.9784
chr11	74661250	74663000	E_018288	0.8123
chr11	74667000	74668000	E_018289	0.7103
chr11	74700500	74702750	E_018290	0.7437
chr11	74724250	74725250	E_018291	0.9789
chr11	74733250	74734500	E_018292	0.981
chr11	74740250	74744500	E_018293	0.9802
chr11	74769750	74771000	E_018294	0.9843
chr11	74794000	74794500	E_018295	0.898
chr11	74804000	74805000	E_018296	0.9828
chr11	74805500	74809250	E_018297	0.9679
chr11	74809750	74810500	E_018298	0.7145
chr11	74812250	74817500	E_018299	0.852
chr11	74818000	74819000	E_018300	0.9832
chr11	74853250	74855250	E_018301	0.9781
chr11	75024000	75026000	E_018302	0.9512
chr11	75039500	75041250	E_018303	0.9817
chr11	75047750	75050000	E_018304	0.9762
chr11	75051500	75052500	E_018305	0.9832
chr11	75058500	75059750	E_018306	0.9738
chr11	75060000	75062000	E_018307	0.9152
chr11	75082750	75083750	E_018308	0.8531
chr11	75099000	75100250	E_018309	0.9786
chr11	75112000	75116000	E_018310	0.8744
chr11	75130750	75132500	E_018311	0.9846
chr11	75179000	75180750	E_018312	0.9832
chr11	75185750	75188000	E_018313	0.9352
chr11	75191500	75194250	E_018314	0.9614
chr11	75203250	75204000	E_018315	0.9494
chr11	75243750	75251250	E_018316	0.9774
chr11	75264750	75267000	E_018317	0.9778
chr11	75267750	75268750	E_018318	0.9751
chr11	75269000	75271500	E_018319	0.9703
chr11	75275000	75277000	E_018320	0.8637
chr11	75294750	75296750	E_018321	0.8482
chr11	75299750	75302500	E_018322	0.9785
chr11	75400500	75401750	E_018323	0.9794
chr11	75527500	75529000	E_018324	0.8415
chr11	75561500	75562500	E_018325	0.8487
chr11	75657500	75658250	E_018326	0.898
chr11	75734000	75735000	E_018327	0.9832
chr11	75784750	75787000	E_018328	0.8371
chr11	75863000	75864250	E_018329	0.814
chr11	75895000	75896250	E_018330	0.978
chr11	75918750	75919500	E_018331	0.561
chr11	75944750	75948500	E_018332	0.9101
chr11	76081500	76082750	E_018333	0.9762
chr11	76090000	76091250	E_018334	0.6482
chr11	76153750	76154750	E_018335	0.687
chr11	76364750	76366500	E_018336	0.9637
chr11	76375000	76376500	E_018337	0.9096
chr11	76400500	76401250	E_018338	0.8241
chr11	76409000	76415750	E_018339	0.9816
chr11	76446000	76448000	E_018340	0.8746
chr11	76451500	76452500	E_018341	0.839
chr11	76455500	76459500	E_018342	0.9519
chr11	76495750	76496250	E_018343	0.7997
chr11	76499250	76500250	E_018344	0.9407
chr11	76530250	76531750	E_018345	0.9106
chr11	76533000	76537750	E_018346	0.9622
chr11	76572500	76573250	E_018347	0.8078
chr11	76596250	76597250	E_018348	0.9782
chr11	76600250	76601250	E_018349	0.9789
chr11	76629750	76630500	E_018350	0.898
chr11	76726250	76727250	E_018351	0.983
chr11	76749000	76749500	E_018352	0.7053
chr11	76902250	76903500	E_018353	0.8923
chr11	77010500	77011250	E_018354	0.959
chr11	77344750	77348250	E_018355	0.8026
chr11	77354750	77356750	E_018356	0.9409
chr11	77529750	77531000	E_018357	0.7919
chr11	77704500	77705000	E_018358	0.5621
chr11	77745000	77746250	E_018359	0.9282
chr11	77750250	77753000	E_018360	0.9765
chr11	77760750	77763500	E_018361	0.9519
chr11	77766750	77767750	E_018362	0.9875
chr11	77772750	77773750	E_018363	0.9323
chr11	77787000	77790250	E_018364	0.8599
chr11	77792500	77793500	E_018365	0.8347
chr11	77849250	77849750	E_018366	0.7483
chr11	77851750	77852750	E_018367	0.7203
chr11	77897750	77898750	E_018368	0.7569
chr11	77903250	77904500	E_018369	0.8239
chr11	77927500	77929000	E_018370	0.9508
chr11	77967250	77969250	E_018371	0.9801
chr11	77973250	77974250	E_018372	0.9832
chr11	77996250	77998000	E_018373	0.9177
chr11	77999250	78005250	E_018374	0.9808
chr11	78006250	78008500	E_018375	0.9737
chr11	78022500	78023500	E_018376	0.9746
chr11	78024000	78027000	E_018377	0.9241
chr11	78028750	78030250	E_018378	0.9823
chr11	78036500	78037000	E_018379	0.888
chr11	78049750	78052000	E_018380	0.9196
chr11	78059750	78062750	E_018381	0.9768
chr11	78065000	78067250	E_018382	0.9553
chr11	78081250	78082500	E_018383	0.981
chr11	78088000	78090250	E_018384	0.9483
chr11	78110500	78112250	E_018385	0.9789
chr11	78124000	78128250	E_018386	0.8831
chr11	78134750	78136000	E_018387	0.9767
chr11	78160250	78161250	E_018388	0.8919
chr11	78275500	78276750	E_018389	0.9353
chr11	80597500	80598500	E_018390	0.739
chr11	82501000	82501500	E_018391	0.925
chr11	82503250	82504750	E_018392	0.9092
chr11	82718750	82720500	E_018393	0.9789
chr11	82784000	82784500	E_018394	0.8122
chr11	82828250	82829250	E_018395	0.7561
chr11	82862000	82864000	E_018396	0.9743
chr11	82865250	82867000	E_018397	0.8351
chr11	82868750	82872250	E_018398	0.7801
chr11	82995000	82996000	E_018399	0.6084
chr11	82998500	82999500	E_018400	0.9218
chr11	85340250	85341750	E_018401	0.6317
chr11	85359750	85360750	E_018402	0.8311
chr11	85364500	85365250	E_018403	0.576
chr11	85370000	85371000	E_018404	0.65
chr11	85373750	85374250	E_018405	0.5703
chr11	85731750	85733000	E_018406	0.7913
chr11	85763500	85766000	E_018407	0.9592
chr11	85769000	85779250	E_018408	0.8111
chr11	85782000	85782500	E_018409	0.5238
chr11	85819000	85821000	E_018410	0.9483
chr11	85844250	85848500	E_018411	0.9781
chr11	85849500	85850500	E_018412	0.9746
chr11	85851750	85865500	E_018413	0.961
chr11	85866000	85877000	E_018414	0.9644
chr11	85878250	85879500	E_018415	0.9746
chr11	85883750	85889250	E_018416	0.9779
chr11	85890000	85891250	E_018417	0.981
chr11	85891750	85895750	E_018418	0.9672
chr11	85896000	85898250	E_018419	0.9327
chr11	85903000	85904000	E_018420	0.8517
chr11	85906250	85911500	E_018421	0.9725
chr11	85912500	85914500	E_018422	0.9451
chr11	85929250	85930500	E_018423	0.966
chr11	85946500	85947750	E_018424	0.8611
chr11	85950750	85952250	E_018425	0.8093
chr11	85952500	85954500	E_018426	0.8863
chr11	85957000	85959000	E_018427	0.6332
chr11	86081750	86083250	E_018428	0.7708
chr11	86222000	86223000	E_018429	0.9832
chr11	86229500	86231500	E_018430	0.9724
chr11	86451500	86455500	E_018431	0.9774
chr11	86641000	86645250	E_018432	0.9415
chr11	86648500	86650750	E_018433	0.958
chr11	86707500	86709000	E_018434	0.9071
chr11	86709750	86713000	E_018435	0.972
chr11	86715500	86717500	E_018436	0.9502
chr11	86746500	86747750	E_018437	0.9374
chr11	86749750	86750250	E_018438	0.6623
chr11	86808000	86809500	E_018439	0.9259
chr11	86901500	86902750	E_018440	0.9447
chr11	88034500	88035500	E_018441	0.6893
chr11	88067000	88070250	E_018442	0.7312
chr11	88072000	88072500	E_018443	0.6042
chr11	88089750	88093500	E_018444	0.8814
chr11	88153000	88155750	E_018445	0.9788
chr11	88218000	88219250	E_018446	0.9875
chr11	89953500	89955500	E_018447	0.6872
chr11	89973000	89975000	E_018448	0.8718
chr11	89981000	89982250	E_018449	0.9292
chr11	91358250	91360000	E_018450	0.8757
chr11	91364500	91365500	E_018451	0.9815
chr11	91523250	91526500	E_018452	0.9657
chr11	91555500	91556500	E_018453	0.9832
chr11	91637500	91640000	E_018454	0.971
chr11	91815250	91817500	E_018455	0.9341
chr11	91821500	91822500	E_018456	0.9857
chr11	92732250	92735000	E_018457	0.8391
chr11	92929500	92930000	E_018458	0.5621
chr11	93077750	93079000	E_018459	0.9746
chr11	93125750	93126500	E_018460	0.8191
chr11	93275000	93276000	E_018461	0.8694
chr11	93395500	93397250	E_018462	0.6421
chr11	93447500	93453250	E_018463	0.9077
chr11	93472500	93473750	E_018464	0.6164
chr11	93519500	93520750	E_018465	0.5279
chr11	93529250	93530500	E_018466	0.9172
chr11	93705500	93708250	E_018467	0.9806
chr11	93716000	93717250	E_018468	0.981
chr11	93721750	93723000	E_018469	0.975
chr11	93776750	93777750	E_018470	0.9746
chr11	93779000	93780750	E_018471	0.9783
chr11	93863000	93863750	E_018472	0.5563
chr11	93867500	93870750	E_018473	0.9754
chr11	93874500	93876500	E_018474	0.9681
chr11	93885250	93886250	E_018475	0.9832
chr11	94190000	94191250	E_018476	0.9662
chr11	94291250	94292500	E_018477	0.9524
chr11	94301500	94302000	E_018478	0.5864
chr11	94307000	94308000	E_018479	0.7995
chr11	94369000	94370000	E_018480	0.947
chr11	94372250	94374000	E_018481	0.8587
chr11	94409750	94410750	E_018482	0.8515
chr11	94415000	94416000	E_018483	0.7388
chr11	94464000	94466750	E_018484	0.98
chr11	94499750	94500500	E_018485	0.8701
chr11	94502250	94503500	E_018486	0.8758
chr11	94520000	94521000	E_018487	0.9746
chr11	94521250	94522250	E_018488	0.9875
chr11	94527000	94528750	E_018489	0.966
chr11	94609000	94611000	E_018490	0.9321
chr11	94799500	94803250	E_018491	0.8211
chr11	94823500	94824000	E_018492	0.8775
chr11	94839750	94843000	E_018493	0.9766
chr11	94879500	94882500	E_018494	0.9672
chr11	94885750	94887750	E_018495	0.9287
chr11	94951500	94952750	E_018496	0.7268
chr11	95070250	95071000	E_018497	0.7975
chr11	95183500	95184750	E_018498	0.9238
chr11	95274750	95278000	E_018499	0.9797
chr11	95439500	95441000	E_018500	0.9751
chr11	95441250	95442250	E_018501	0.9789
chr11	95465750	95470500	E_018502	0.9094
chr11	95524750	95527000	E_018503	0.8188
chr11	95655250	95655750	E_018504	0.5649
chr11	95814500	95817250	E_018505	0.9502
chr11	95836500	95837500	E_018506	0.9836
chr11	95881500	95883500	E_018507	0.9857
chr11	95888250	95890750	E_018508	0.9737
chr11	95944750	95947000	E_018509	0.9769
chr11	95948000	95949500	E_018510	0.9714
chr11	95975250	95978000	E_018511	0.944
chr11	95986750	95990500	E_018512	0.9337
chr11	95992000	95994250	E_018513	0.9795
chr11	96011750	96013500	E_018514	0.9797
chr11	96050250	96058000	E_018515	0.9766
chr11	96058500	96060000	E_018516	0.973
chr11	96061000	96064000	E_018517	0.8905
chr11	96064750	96066750	E_018518	0.916
chr11	96070500	96075750	E_018519	0.8821
chr11	96217000	96218500	E_018520	0.9849
chr11	96219500	96221500	E_018521	0.9426
chr11	96235500	96239250	E_018522	0.8408
chr11	96242250	96243000	E_018523	0.857
chr11	96491000	96492750	E_018524	0.8698
chr11	97497500	97498250	E_018525	0.9815
chr11	97573750	97574750	E_018526	0.9815
chr11	97833000	97838250	E_018527	0.9497
chr11	97842250	97846250	E_018528	0.8974
chr11	97866750	97867750	E_018529	0.9626
chr11	97874250	97875500	E_018530	0.9206
chr11	97927000	97928250	E_018531	0.977
chr11	98231750	98233000	E_018532	0.7889
chr11	98443750	98445250	E_018533	0.7551
chr11	98470500	98472500	E_018534	0.94
chr11	100505250	100506750	E_018535	0.9772
chr11	100518000	100519250	E_018536	0.981
chr11	100579500	100580750	E_018537	0.876
chr11	100590250	100591250	E_018538	0.9875
chr11	100679500	100681000	E_018539	0.883
chr11	100731500	100732500	E_018540	0.9513
chr11	100732750	100735000	E_018541	0.9424
chr11	100736250	100737500	E_018542	0.9411
chr11	100740500	100741500	E_018543	0.7885
chr11	100840250	100843250	E_018544	0.9814
chr11	100885000	100886250	E_018545	0.8993
chr11	100919750	100920750	E_018546	0.907
chr11	100997250	100999250	E_018547	0.7158
chr11	102216000	102216750	E_018548	0.6702
chr11	102218750	102219500	E_018549	0.6538
chr11	102245250	102246500	E_018550	0.9644
chr11	102254250	102258500	E_018551	0.9661
chr11	102346750	102348750	E_018552	0.9838
chr11	102524250	102525250	E_018553	0.7327
chr11	102956750	102957750	E_018554	0.7468
chr11	102961250	102962250	E_018555	0.6409
chr11	104256000	104257250	E_018556	0.739
chr11	104305750	104307750	E_018557	0.739
chr11	105385750	105388000	E_018558	0.7621
chr11	105891750	105892250	E_018559	0.5621
chr11	105949750	105950500	E_018560	0.5758
chr11	105956250	105958250	E_018561	0.9428
chr11	107242750	107243750	E_018562	0.8329
chr11	107327250	107328000	E_018563	0.5632
chr11	107376000	107377000	E_018564	0.9875
chr11	107434250	107435250	E_018565	0.9097
chr11	107437500	107438250	E_018566	0.8773
chr11	107710500	107713000	E_018567	0.9747
chr11	107727250	107728750	E_018568	0.8565
chr11	107731000	107731500	E_018569	0.507
chr11	107880500	107882500	E_018570	0.6806
chr11	107885500	107886750	E_018571	0.9811
chr11	107889750	107891500	E_018572	0.9754
chr11	108069750	108071750	E_018573	0.9731
chr11	108088500	108092000	E_018574	0.901
chr11	108095750	108098000	E_018575	0.9154
chr11	108272000	108273000	E_018576	0.9784
chr11	108336500	108337750	E_018577	0.64
chr11	108367000	108368500	E_018578	0.846
chr11	108371000	108372750	E_018579	0.8954
chr11	108462250	108463750	E_018580	0.7386
chr11	108536500	108538250	E_018581	0.6397
chr11	108564750	108565750	E_018582	0.9711
chr11	109617750	109619250	E_018583	0.9798
chr11	109761250	109761750	E_018584	0.8615
chr11	109762000	109765750	E_018585	0.9768
chr11	109773250	109774500	E_018586	0.9843
chr11	109810750	109812500	E_018587	0.9796
chr11	109816750	109817750	E_018588	0.7659
chr11	109939250	109941500	E_018589	0.981
chr11	109945500	109946500	E_018590	0.9786
chr11	109946750	109949250	E_018591	0.9799
chr11	109962500	109963000	E_018592	0.5455
chr11	109996000	109997250	E_018593	0.9811
chr11	110164750	110165500	E_018594	0.7752
chr11	110165750	110166750	E_018595	0.6304
chr11	110168500	110169000	E_018596	0.6117
chr11	110301250	110302000	E_018597	0.8772
chr11	110306500	110307500	E_018598	0.8487
chr11	111101000	111101500	E_018599	0.8583
chr11	111473750	111475500	E_018600	0.627
chr11	111568500	111571250	E_018601	0.9757
chr11	111779500	111780750	E_018602	0.9117
chr11	111796000	111796750	E_018603	0.865
chr11	111798500	111799000	E_018604	0.5669
chr11	111809500	111810500	E_018605	0.9421
chr11	111853500	111855000	E_018606	0.9013
chr11	111897000	111897500	E_018607	0.5734
chr11	111912250	111914750	E_018608	0.9225
chr11	111955750	111956250	E_018609	0.5199
chr11	112125000	112126500	E_018610	0.9765
chr11	112149250	112150000	E_018611	0.9429
chr11	113420500	113421500	E_018612	0.8575
chr11	113425000	113426250	E_018613	0.9778
chr11	113483750	113486750	E_018614	0.9377
chr11	113492750	113494000	E_018615	0.9778
chr11	113505000	113507500	E_018616	0.9777
chr11	113533250	113537500	E_018617	0.9707
chr11	113538000	113541250	E_018618	0.9672
chr11	113546000	113547000	E_018619	0.9789
chr11	113551250	113553000	E_018620	0.9795
chr11	113560250	113562750	E_018621	0.9446
chr11	113585750	113586750	E_018622	0.9832
chr11	113747500	113748500	E_018623	0.7827
chr11	113953250	113954250	E_018624	0.9786
chr11	114029750	114031250	E_018625	0.9576
chr11	114085250	114091750	E_018626	0.9792
chr11	114109750	114111750	E_018627	0.972
chr11	114122000	114123500	E_018628	0.942
chr11	114165000	114165500	E_018629	0.8222
chr11	114210750	114212250	E_018630	0.9671
chr11	114255000	114256000	E_018631	0.9875
chr11	114268500	114269750	E_018632	0.6791
chr11	114272250	114273250	E_018633	0.6311
chr11	114311000	114313750	E_018634	0.6995
chr11	114318000	114318500	E_018635	0.9286
chr11	116147000	116147750	E_018636	0.7879
chr11	116641750	116643000	E_018637	0.748
chr11	116645000	116645500	E_018638	0.5053
chr11	116666750	116667750	E_018639	0.9832
chr11	116966750	116968250	E_018640	0.9082
chr11	117015750	117019000	E_018641	0.8455
chr11	117031250	117032500	E_018642	0.8481
chr11	117041750	117043250	E_018643	0.9751
chr11	117043500	117044500	E_018644	0.9875
chr11	117777750	117781750	E_018645	0.9716
chr11	117823250	117824750	E_018646	0.9194
chr11	117830000	117830750	E_018647	0.8555
chr11	117855500	117856000	E_018648	0.5553
chr11	117871000	117878250	E_018649	0.9787
chr11	117881000	117882250	E_018650	0.981
chr11	117882500	117884250	E_018651	0.9789
chr11	117974250	117975250	E_018652	0.7587
chr11	117996500	117997750	E_018653	0.7767
chr11	118111000	118112750	E_018654	0.9853
chr11	118208750	118210500	E_018655	0.9851
chr11	118212250	118212750	E_018656	0.861
chr11	118221000	118222000	E_018657	0.7502
chr11	118231000	118231500	E_018658	0.7596
chr11	118273750	118274250	E_018659	0.8108
chr11	118307750	118311750	E_018660	0.7906
chr11	118472500	118473750	E_018661	0.966
chr11	118479000	118480000	E_018662	0.8486
chr11	118492750	118493250	E_018663	0.8426
chr11	118560250	118561250	E_018664	0.9633
chr11	118582750	118584500	E_018665	0.9376
chr11	118585250	118590500	E_018666	0.8787
chr11	118612500	118614000	E_018667	0.9788
chr11	118658250	118660500	E_018668	0.7078
chr11	118663000	118664000	E_018669	0.7368
chr11	118712000	118713250	E_018670	0.9427
chr11	118716750	118718250	E_018671	0.9798
chr11	118783250	118784750	E_018672	0.9606
chr11	118787000	118789000	E_018673	0.9091
chr11	118791250	118793000	E_018674	0.9377
chr11	118794000	118794750	E_018675	0.883
chr11	118798500	118801250	E_018676	0.896
chr11	118850000	118852250	E_018677	0.952
chr11	118863250	118864250	E_018678	0.9871
chr11	118886750	118888000	E_018679	0.7837
chr11	118894750	118896750	E_018680	0.9314
chr11	118902750	118903250	E_018681	0.8989
chr11	118929000	118929750	E_018682	0.8942
chr11	118933000	118934000	E_018683	0.9828
chr11	118951750	118953500	E_018684	0.7012
chr11	118956250	118957000	E_018685	0.7973
chr11	118960000	118961000	E_018686	0.8345
chr11	118964000	118965500	E_018687	0.6647
chr11	118986000	118987500	E_018688	0.879
chr11	118990750	118991250	E_018689	0.8348
chr11	119077500	119079250	E_018690	0.769
chr11	119121250	119122500	E_018691	0.9351
chr11	119155250	119156250	E_018692	0.7885
chr11	119177000	119177750	E_018693	0.9746
chr11	119190750	119191500	E_018694	0.8414
chr11	119193250	119194000	E_018695	0.9002
chr11	119205750	119206750	E_018696	0.7602
chr11	119210000	119211000	E_018697	0.8833
chr11	119226750	119228250	E_018698	0.8982
chr11	119232000	119232500	E_018699	0.8969
chr11	119239000	119240000	E_018700	0.9873
chr11	119240500	119241750	E_018701	0.9731
chr11	119245500	119246500	E_018702	0.8769
chr11	119248250	119249250	E_018703	0.8789
chr11	119311500	119313500	E_018704	0.8868
chr11	119454500	119456000	E_018705	0.8831
chr11	119464750	119466500	E_018706	0.9041
chr11	120151000	120153250	E_018707	0.9552
chr11	120205500	120206750	E_018708	0.8287
chr11	120208500	120213500	E_018709	0.8219
chr11	121164250	121164750	E_018710	0.5805
chr11	122935000	122935500	E_018711	0.7947
chr11	123610250	123611750	E_018712	0.7888
chr11	123613500	123614250	E_018713	0.8929
chr11	123940000	123941250	E_018714	0.9103
chr11	123949000	123951750	E_018715	0.9769
chr11	123964250	123965250	E_018716	0.9746
chr11	123966000	123967750	E_018717	0.981
chr11	124040750	124044000	E_018718	0.8668
chr11	124060500	124061750	E_018719	0.9712
chr11	124077000	124079500	E_018720	0.9764
chr11	124085500	124086750	E_018721	0.9126
chr11	124094500	124096750	E_018722	0.9702
chr11	124108250	124109750	E_018723	0.8856
chr11	124120000	124121500	E_018724	0.9746
chr11	124350750	124353000	E_018725	0.899
chr11	124405750	124407000	E_018726	0.9875
chr11	124493500	124494500	E_018727	0.7458
chr11	124512750	124515250	E_018728	0.9767
chr11	124639250	124640500	E_018729	0.9808
chr11	124668500	124669250	E_018730	0.7177
chr11	124824750	124825250	E_018731	0.7635
chr11	124939000	124942000	E_018732	0.9791
chr11	124944250	124946750	E_018733	0.9832
chr11	125143500	125144500	E_018734	0.9832
chr11	125327250	125328250	E_018735	0.9266
chr11	125358750	125360000	E_018736	0.7783
chr11	125402000	125403750	E_018737	0.9441
chr11	125421000	125425750	E_018738	0.978
chr11	125426500	125427500	E_018739	0.8988
chr11	125440500	125441250	E_018740	0.7872
chr11	125497250	125497750	E_018741	0.5834
chr11	125758250	125758750	E_018742	0.5621
chr11	125759750	125761250	E_018743	0.9311
chr11	125771000	125772250	E_018744	0.6527
chr11	126095000	126097250	E_018745	0.859
chr11	126125750	126127000	E_018746	0.9473
chr11	126214500	126219000	E_018747	0.9744
chr11	126221750	126224500	E_018748	0.9379
chr11	126229000	126230000	E_018749	0.8483
chr11	126350000	126351250	E_018750	0.9339
chr11	129735750	129736750	E_018751	0.9622
chr11	129819500	129821000	E_018752	0.9342
chr11	129870500	129871750	E_018753	0.8288
chr11	129873750	129875500	E_018754	0.9274
chr11	129875750	129878250	E_018755	0.9779
chr11	129941000	129942750	E_018756	0.7788
chr11	129946000	129949000	E_018757	0.9759
chr11	129959000	129960500	E_018758	0.9339
chr11	129964000	129965250	E_018759	0.9296
chr11	130033250	130034250	E_018760	0.8255
chr11	130182250	130183750	E_018761	0.5888
chr11	130391500	130392500	E_018762	0.9832
chr11	130785000	130785750	E_018763	0.7579
chr11	134092000	134093250	E_018764	0.6602
chr11	134096500	134097500	E_018765	0.5522
chr11	134102250	134103750	E_018766	0.9387
chr11	134130000	134131000	E_018767	0.8705
chr11	134224750	134226250	E_018768	0.9779
chr12	61500	62750	E_018769	0.9746
chr12	64750	66500	E_018770	0.9431
chr12	68250	69250	E_018771	0.8586
chr12	69750	72250	E_018772	0.8114
chr12	72750	75500	E_018773	0.744
chr12	76750	78000	E_018774	0.9843
chr12	94750	96250	E_018775	0.7829
chr12	147750	148750	E_018776	0.8744
chr12	150750	152250	E_018777	0.958
chr12	165250	166750	E_018778	0.9408
chr12	211500	214000	E_018779	0.9548
chr12	216500	218000	E_018780	0.9772
chr12	218750	219750	E_018781	0.9488
chr12	515750	517000	E_018782	0.9811
chr12	678750	681500	E_018783	0.9534
chr12	684250	686500	E_018784	0.9778
chr12	687500	689250	E_018785	0.9089
chr12	689500	690750	E_018786	0.9746
chr12	696750	698250	E_018787	0.9345
chr12	700500	703250	E_018788	0.9196
chr12	754000	756500	E_018789	0.959
chr12	775500	777500	E_018790	0.9781
chr12	821250	822250	E_018791	0.9832
chr12	825000	826500	E_018792	0.9229
chr12	829000	831000	E_018793	0.8746
chr12	831250	832500	E_018794	0.9843
chr12	858500	860750	E_018795	0.8353
chr12	863250	865000	E_018796	0.6704
chr12	867500	868500	E_018797	0.7134
chr12	887750	888750	E_018798	0.7578
chr12	957750	958750	E_018799	0.7087
chr12	1012750	1014000	E_018800	0.9636
chr12	1014750	1015750	E_018801	0.7827
chr12	1019500	1021750	E_018802	0.9399
chr12	1057250	1058000	E_018803	0.5782
chr12	1062000	1063500	E_018804	0.8753
chr12	1412750	1417250	E_018805	0.9384
chr12	1433250	1435250	E_018806	0.9733
chr12	1435500	1436250	E_018807	0.8334
chr12	1437000	1438250	E_018808	0.9843
chr12	1438750	1440000	E_018809	0.9843
chr12	1452000	1453250	E_018810	0.9058
chr12	1548000	1549500	E_018811	0.9765
chr12	1571750	1574000	E_018812	0.9696
chr12	1597750	1598750	E_018813	0.8163
