Position	Class	IPEA	ChromHMM_Segway_weak_Strong-enhancer	DEEP	csi_ann	RFECS	chromHMM	Segway	Control_ChromHMM_Segway_weak_Strong_repressed_State	
chr1_39248757_39250129	1	0	1	0	0	1	1	1	1
chr2_60855056_60856888	1	0	0	0	0	0	0	0	1
chr1_164668592_164669823	1	0	0	0	0	1	0	1	1
chr2_104285458_104286792	1	0	0	0	0	0	0	0	1
chr7_21019551_21021200	1	0	0	0	0	0	0	0	1
chr3_71573607_71574540	1	0	0	0	0	0	0	1	1
chr14_57419008_57421445	1	0	0	0	0	0	0	0	1
chr14_53833457_53836210	1	0	0	0	0	0	0	0	1
chr2_58859997_58861674	1	0	0	0	0	0	0	0	1
chr5_92219848_92221133	1	0	0	0	0	0	0	0	1
chr1_88025863_88027203	1	0	0	0	0	0	0	0	1
chr9_82590314_82593174	1	0	0	0	0	0	0	0	1
chr14_36973775_36974585	1	0	0	0	0	0	0	0	1
chr14_29743374_29745881	1	0	0	0	0	0	0	0	1
chr18_22235986_22237388	1	0	0	0	0	0	0	0	1
chr5_92526066_92527353	1	0	0	0	0	0	0	0	1
chr5_92634702_92636476	1	0	0	0	0	0	0	0	1
chr3_147378547_147380603	1	0	0	0	0	0	0	0	1
chr2_58748340_58750140	1	0	0	0	0	0	0	1	1
chr6_19976157_19977513	1	0	0	0	0	0	0	0	1
chr2_105300344_105301657	1	0	0	0	0	0	0	0	1
chr18_22616831_22618682	1	0	0	0	0	0	0	0	1
chr2_59178992_59180242	1	0	0	0	0	0	0	0	1
chr1_163507965_163509139	1	0	0	0	0	0	0	0	1
chr18_75569573_75570862	1	0	0	0	0	0	0	0	1
chr5_50390899_50392257	1	0	0	0	0	0	0	0	1
chr21_34290782_34292115	1	0	0	0	0	0	0	0	1
chr1_164805507_164806794	1	0	0	0	0	0	0	0	1
chr7_114463797_114464462	1	0	0	0	0	0	0	0	1
chr1_88535719_88538390	1	0	0	0	0	0	0	0	1
chr2_59102071_59103380	1	0	0	0	0	0	0	0	1
chr1_164604141_164605474	1	0	0	0	0	0	0	0	1
chr3_147802357_147803586	1	0	0	0	0	0	0	0	1
chr20_21488551_21490021	1	0	0	0	0	0	0	0	1
chr5_158017768_158019067	1	0	0	0	0	0	0	0	1
chr2_66762515_66765088	1	0	0	0	0	0	0	1	1
chr2_103538361_103539868	1	0	0	0	0	0	0	0	1
chr7_42252831_42254560	1	0	0	0	0	0	0	0	1
chr1_88065041_88066530	1	0	0	0	0	0	0	0	1
chr14_57430887_57432346	1	0	0	0	0	0	0	0	1
chr6_98212329_98214701	1	0	0	0	0	0	0	0	1
chr3_147651676_147653436	1	0	0	0	0	0	0	0	1
chr7_21080801_21082086	1	0	0	0	0	0	0	0	1
chr5_91271776_91272886	1	0	0	0	0	0	0	0	1
chr6_98504034_98506058	1	0	0	0	0	0	0	0	1
chr1_164620038_164621164	1	0	0	0	0	0	0	1	1
chr10_119589659_119591176	1	0	0	0	0	0	0	0	1
chr8_64564272_64565973	1	0	0	0	0	0	0	0	1
chr16_10319829_10320876	1	0	0	0	0	0	0	0	1
chr2_67052101_67052901	1	0	0	0	0	0	0	0	1
chr13_112268067_112269088	1	0	0	0	0	0	0	0	1
chr3_157775742_157778000	1	0	0	0	0	0	0	1	1
chr1_218207432_218208498	1	0	0	0	0	0	0	0	1
chr9_98257859_98259405	1	0	0	0	0	1	0	1	1
chr7_155547616_155548788	1	0	0	0	0	0	0	0	0
chr22_28238313_28239718	1	0	0	0	0	0	1	1	1
chr2_19774115_19776218	1	0	0	0	0	0	0	0	1
chr20_10793183_10794439	1	0	0	0	0	0	0	0	1
chr16_52468529_52471762	1	0	0	0	0	0	0	0	1
chr11_16423269_16426037	1	0	1	0	0	0	1	1	1
chr6_112822313_112826325	1	0	0	0	0	0	0	0	1
chr2_104667872_104670648	1	0	0	0	0	0	0	0	1
chr21_17681162_17682802	1	0	0	0	0	0	0	0	1
chr8_80874361_80876746	1	0	1	0	0	0	1	1	1
chr7_127174386_127177546	1	0	0	0	0	0	0	0	1
chr1_61917795_61920190	1	0	1	0	0	1	1	1	1
chr11_110000895_110003234	1	0	1	0	0	0	0	1	1
chr11_12865332_12868546	1	1	1	1	1	1	1	1	1
chr6_9095334_9096985	1	0	0	0	0	0	0	0	1
chr3_62405817_62408099	1	0	0	0	0	0	0	0	1
chr8_77598007_77600645	1	0	0	0	0	0	0	0	1
chr10_124827454_124829734	1	0	0	0	0	0	0	0	1
chr15_97128054_97130294	1	0	0	0	0	0	0	1	1
chr5_50467950_50469989	1	0	0	0	0	0	0	0	1
chr1_198263562_198265742	1	0	0	0	0	0	0	1	1
chr1_213498112_213501134	1	0	0	0	0	0	0	1	1
chr7_25791903_25794282	1	0	0	0	0	0	0	1	1
chr8_59941214_59943636	1	0	0	0	0	0	0	1	1
chr5_2204457_2208380	1	0	0	0	0	0	0	0	1
chr9_133353647_133355097	1	0	0	0	0	0	0	1	1
chr8_28370867_28371860	1	0	0	0	0	0	0	0	1
chr13_35772272_35774420	1	0	0	0	0	0	0	0	1
chr1_167296954_167299046	1	0	1	0	0	1	1	1	1
chr3_181958774_181961127	1	0	1	0	0	0	1	1	1
chr13_36072914_36075972	1	0	0	0	0	0	0	0	1
chr10_37054745_37057224	1	0	0	0	0	0	0	0	1
chr6_22148574_22151387	1	0	0	0	0	0	0	1	1
chr7_34097962_34100011	1	0	0	0	0	0	0	0	1
chr9_92292484_92293889	1	0	0	0	0	0	0	0	1
chr6_20867105_20870529	1	0	0	0	0	0	1	1	1
chr12_97468703_97471089	1	0	0	0	0	0	0	0	1
chr3_193660817_193662478	1	1	1	1	1	1	1	1	1
chr5_107299863_107302976	1	0	0	0	0	0	0	0	1
chr21_34465959_34469066	1	0	0	0	0	0	0	0	1
chr2_50840428_50844037	1	0	0	0	0	0	0	0	1
chr9_3401031_3402562	1	0	0	0	0	0	0	0	1
chr6_135601698_135604052	1	0	1	1	0	1	1	1	1
chr6_23180012_23182186	1	0	0	0	0	0	0	0	1
chr12_103405885_103408290	1	0	0	0	0	0	0	0	1
chr6_163276830_163279930	1	0	0	0	0	0	0	0	1
chr9_84264195_84266950	1	0	0	0	0	0	0	0	1
chr9_82276120_82278534	1	0	0	0	0	0	0	1	1
chr4_153287655_153290517	1	0	0	0	0	0	0	0	1
chr18_42322323_42326001	1	0	0	0	0	1	1	1	1
chr18_42942363_42944135	1	0	0	0	0	0	0	0	1
chr8_59168210_59170121	1	0	0	0	0	0	0	0	1
chr6_38358690_38360084	1	0	0	0	0	0	0	0	1
chr1_204423958_204424935	1	0	0	0	0	0	0	0	1
chr14_80095739_80097310	1	0	0	0	0	0	0	0	1
chr5_124708335_124710392	1	0	0	0	0	0	0	0	1
chr4_90917033_90921053	1	0	0	0	0	0	0	0	1
chr5_124330649_124332930	1	0	0	0	0	0	0	0	1
chr10_11721307_11722768	1	0	0	0	0	0	0	1	1
chr16_61057518_61059625	1	0	0	0	0	0	0	0	1
chr18_49572585_49574511	1	0	0	0	0	0	0	0	1
chr2_3268196_3270849	1	0	0	0	0	0	0	1	1
chr3_63672828_63674786	1	0	0	0	0	0	0	0	1
chr1_33828789_33830947	1	0	0	0	0	0	0	1	1
chr4_126439832_126442014	1	0	0	0	0	0	0	0	1
chr9_38425496_38429775	1	0	0	0	0	0	0	1	1
chr6_3349397_3352257	1	0	1	1	1	1	1	1	1
chr14_68634843_68636060	1	0	0	0	0	0	0	0	1
chr13_43167371_43169597	1	0	0	0	0	0	0	0	1
chr13_78406128_78407714	1	0	0	0	0	0	0	0	1
chr18_56471647_56474866	1	0	0	0	0	0	0	0	1
chr7_155264047_155265809	1	0	0	0	0	0	0	1	1
chr5_50854444_50856213	1	0	0	0	0	0	0	0	1
chr8_78370218_78372418	1	0	0	0	0	0	0	0	1
chr7_69596979_69598263	1	0	0	0	0	0	0	0	1
chr12_59460190_59462367	1	0	0	0	0	0	0	0	1
chr1_119028026_119029955	1	0	0	0	0	0	0	0	1
chr7_28114903_28117771	1	0	0	0	0	0	0	0	1
chr5_81318882_81321683	1	0	0	0	0	0	0	1	1
chr3_168958333_168962944	1	0	0	0	0	0	0	1	1
chr10_78282592_78284988	1	0	0	0	0	0	0	0	1
chr11_75758037_75760619	1	0	0	0	0	0	0	0	1
chr3_55017475_55018560	1	0	0	0	0	0	0	0	1
chr10_77021198_77022845	1	0	0	0	0	1	0	1	1
chr4_95589445_95591459	1	0	0	0	0	0	0	0	1
chr18_43168347_43170729	1	0	0	0	0	0	0	0	1
chr21_17951012_17953659	1	0	0	0	0	0	0	0	1
chr1_169910396_169913079	1	0	0	0	0	0	0	0	1
chr17_2079772_2081236	1	0	0	0	0	0	0	1	0
chr9_113923350_113928045	1	0	0	0	0	0	0	0	1
chr20_54241646_54244672	1	0	0	0	0	0	0	0	1
chr5_131600830_131602104	1	0	0	0	0	1	0	0	0
chr1_62053433_62055908	1	0	0	0	0	0	0	1	1
chr6_105044981_105046701	1	0	0	0	0	0	0	0	1
chr3_193677518_193680170	1	0	0	0	0	0	1	1	1
chr4_54061474_54065280	1	0	0	0	0	0	0	1	1
chr6_45847301_45850554	1	0	0	0	0	0	0	1	1
chr3_94051018_94053829	1	0	0	0	0	0	0	0	1
chr9_89648350_89651598	1	0	0	0	0	0	0	0	1
chr18_43133056_43135229	1	0	0	0	0	0	0	0	1
chr7_25919000_25922541	1	0	0	0	0	0	0	1	1
chr14_77384641_77387697	1	1	1	1	0	1	1	1	1
chr17_68999469_69000768	1	0	0	0	0	0	0	0	1
chr12_59361630_59364518	1	0	0	0	0	0	0	0	1
chr3_102386162_102388382	1	0	0	0	0	0	0	0	1
chr3_55524543_55526260	1	0	0	0	0	0	0	0	1
chr5_134769599_134772144	1	1	1	0	0	1	1	1	1
chr3_79042278_79045053	1	0	0	0	0	0	0	0	1
chr2_159779317_159780341	1	0	0	0	0	0	0	0	1
chr2_37643870_37645460	1	0	0	0	0	0	0	1	1
chr8_122076654_122078139	1	0	0	0	0	0	0	0	1
chr1_62045460_62048159	1	0	0	0	0	0	0	0	1
chr1_59522325_59524092	1	0	0	0	0	1	1	1	1
chr14_95836414_95839481	1	0	0	0	0	0	0	0	1
chr1_54925046_54928826	1	0	1	0	0	1	1	1	1
chr11_1985072_1987372	1	0	0	0	0	0	1	1	0
chr10_80295449_80297087	1	0	0	0	0	0	0	0	1
chr2_5549618_5553025	1	0	0	0	0	0	0	0	1
chr17_13015647_13018459	1	0	0	0	0	0	0	1	1
chr12_67127104_67129730	1	0	0	0	0	0	0	0	1
chr10_76513161_76514681	1	0	0	0	0	0	0	1	1
chr2_220713868_220717300	1	0	0	0	0	0	0	0	1
chr15_74870847_74872794	1	0	0	0	0	1	1	1	0
chr21_40361359_40363126	1	0	0	0	0	0	0	1	1
chr17_63161262_63164266	1	0	0	0	0	0	1	1	1
chr14_29857930_29860548	1	0	0	0	0	0	0	0	1
chr4_124775814_124779530	1	0	0	0	0	0	0	0	1
chr2_104353933_104357342	1	0	0	0	0	0	0	0	1
chr2_8781394_8783591	1	0	0	0	0	0	0	1	1
chr2_104578156_104580488	1	0	0	0	0	0	0	0	1
chr9_81010879_81014103	1	0	0	0	0	0	0	0	1
chr11_31895594_31899062	1	0	0	0	0	0	0	0	1
chr12_17171711_17174776	1	0	0	0	0	0	0	0	1
chr2_105044282_105047512	1	0	0	0	0	0	0	1	1
chr2_60498057_60502013	1	0	0	0	0	0	0	0	1
chr18_53018678_53020044	1	0	0	0	0	0	0	0	1
chr14_36911162_36914360	1	0	0	0	0	0	0	0	1
chr14_29710885_29713340	1	0	0	0	0	0	0	0	1
chr12_103405110_103408796	1	0	0	0	0	0	0	0	1
chr3_193929360_193931457	1	0	1	0	0	1	1	1	1
chr18_23044107_23046853	1	0	0	0	0	0	0	0	1
chr4_109254340_109257033	1	0	0	0	0	0	0	1	1
chr1_38835996_38838106	1	0	0	0	0	0	0	0	1
chr21_34221456_34223948	1	0	0	0	0	0	0	0	1
chr10_119725799_119727161	1	0	0	0	0	0	0	0	1
chr2_105464986_105467538	1	0	0	0	0	0	0	0	1
chr2_104686690_104688638	1	0	0	0	0	0	0	0	1
chr2_104016646_104019824	1	0	0	0	0	0	0	1	1
chr3_28033828_28035751	1	0	0	0	0	0	0	0	1
chr22_46240915_46242300	1	0	0	0	0	0	0	0	1
chr3_193489359_193491333	1	0	0	0	0	0	0	1	1
chr6_97912825_97915982	1	0	0	0	0	0	0	0	1
chr18_23432723_23434825	1	0	0	0	0	0	0	1	1
chr10_35972892_35975932	1	0	0	0	0	0	0	0	1
chr12_114101195_114103805	1	1	1	1	1	1	1	1	1
chr3_147563409_147566604	1	0	0	0	0	0	0	0	1
chr12_516066_518656	1	1	1	1	0	1	1	1	1
chr12_103570982_103573398	1	0	0	0	0	0	0	0	1
chr5_91927845_91931024	1	0	0	0	0	0	0	0	1
chr2_212254840_212257158	1	0	0	0	0	0	0	0	1
chr14_57320664_57324319	1	0	0	0	0	0	0	1	1
chr2_103768696_103772482	1	0	0	0	0	0	0	0	1
chr4_124383428_124386454	1	0	0	0	0	0	0	0	1
chr9_81052204_81055820	1	0	0	0	0	0	0	1	1
chr7_42185602_42187508	1	0	0	0	0	0	0	0	1
chr10_35925382_35927242	1	0	0	0	0	0	0	1	1
chr10_36072272_36074291	1	0	0	0	0	0	0	0	1
chr9_100636218_100637962	1	0	0	0	0	0	0	0	1
chr7_90777214_90780836	1	0	0	0	0	0	0	0	1
chr18_25663863_25668856	1	0	0	0	0	0	0	0	1
chr2_220771085_220773279	1	0	0	0	0	0	0	0	1
chr18_25500905_25504214	1	0	0	0	0	0	0	0	1
chr5_55896173_55899069	1	0	0	0	0	0	0	0	1
chr5_141930055_141932276	1	0	0	0	0	0	0	0	1
chr7_95874847_95878101	1	0	0	0	0	0	0	1	1
chr5_124651163_124654187	1	0	0	0	0	0	0	0	1
chr6_140207977_140211769	1	0	0	0	0	0	1	1	1
chr18_19338952_19341922	1	1	0	0	0	0	1	1	1
chr4_56919589_56923793	1	0	0	0	0	0	0	1	1
chr2_85997467_86001005	1	0	0	0	0	0	0	0	1
chr18_22808334_22809984	1	0	1	0	0	0	1	1	1
chr14_75703373_75705053	1	0	0	0	0	0	1	1	1
chr8_93030368_93033345	1	0	0	0	0	0	0	0	1
chr7_35412725_35416349	1	0	0	0	0	0	0	0	1
chr7_69399070_69400682	1	0	0	0	0	0	0	0	1
chr8_37683090_37685347	1	0	0	0	0	1	1	1	1
chr18_20049644_20052904	1	0	0	0	0	1	1	1	1
chr14_23906587_23908214	1	1	1	1	0	1	1	1	1
chr1_113540056_113542020	1	0	0	0	0	0	0	1	0
chr12_114370126_114372056	1	1	1	1	1	1	1	1	1
chr17_27994702_27996874	1	1	1	1	0	1	1	1	1
chr7_25533607_25536880	1	1	1	1	1	1	1	1	1
chr10_78156517_78158752	1	0	0	0	0	0	0	0	1
chr10_71335775_71338729	1	0	0	0	0	0	0	0	1
chr1_18958671_18960284	1	0	0	0	0	0	0	0	1
chr4_155580703_155582056	1	0	0	0	0	0	0	0	1
chr8_130644090_130647317	1	0	0	0	0	1	0	1	1
chr8_33891203_33892738	1	0	0	0	0	0	0	0	1
chr9_100636218_100640509	1	0	0	0	0	0	0	1	1
chr11_16190865_16192453	1	0	0	0	0	1	0	0	1
chr12_103613944_103615320	1	0	0	0	0	0	0	0	1
chr16_73362809_73364292	1	0	0	0	0	0	0	0	1
chr17_32077519_32078677	1	0	0	0	0	0	0	1	1
chr18_49279374_49281480	1	0	0	0	0	0	0	0	1
chr5_106909516_106911012	1	0	0	0	0	0	0	0	1
chr6_101743524_101745234	1	0	0	0	0	0	0	0	1
chr8_27752440_27753351	1	0	0	0	0	0	0	0	1
chr9_2240936_2242833	1	1	1	0	0	0	1	1	1
chrX_123350827_123352587	1	0	0	0	0	1	1	1	1
chrX_150407692_150409052	1	0	0	0	0	0	0	0	1
chr3_50636478_50640158	1	1	1	1	1	1	1	1	1
chr11_75264066_75266752	1	1	1	1	1	1	1	1	1
chr2_241197357_241200155	1	0	0	0	0	0	1	1	1
chr18_12277696_12281650	1	0	0	0	0	0	1	1	1
chr5_148801693_148805076	1	0	1	0	0	1	1	1	1
chr7_158888320_158891362	1	0	0	0	0	0	0	1	1
chr19_11251931_11254703	1	1	1	1	0	1	1	1	1
chr11_65254704_65258394	1	1	1	1	1	1	1	1	1
chr16_66937076_66939560	1	0	0	1	0	0	1	1	0
chr10_134442029_134446812	1	0	0	0	0	1	0	1	1
chr2_218801171_218803563	1	0	0	0	0	0	1	1	1
chr1_230984523_230987981	1	0	0	0	0	0	0	1	1
chr10_80980316_80984042	1	0	0	0	0	0	0	1	1
chr17_37831124_37834530	1	1	1	0	0	1	1	1	1
chr5_77141743_77145131	1	0	0	0	0	0	0	0	1
chr14_57474144_57478090	1	1	1	1	1	0	1	1	1
chr7_115451531_115454796	1	0	0	0	0	0	0	0	1
chr8_106602865_106607408	1	0	1	0	0	1	1	1	1
chr2_145339602_145341530	1	1	1	1	1	1	1	1	1
chr7_121967528_121971078	1	0	0	0	0	0	0	0	1
chr21_39227606_39229223	1	0	0	0	0	0	0	0	1
chr5_172198673_172201009	1	1	1	1	1	0	1	1	1
chr7_95236622_95240458	1	1	1	0	0	1	1	1	1
chr1_8130439_8131887	1	0	0	0	0	0	0	1	1
chr10_3851587_3853863	1	1	1	1	1	1	1	1	1
chr16_89057397_89061023	1	1	1	1	1	1	1	1	1
chr17_61751592_61755090	1	1	1	1	1	1	1	1	1
chr1_44500383_44503337	1	1	1	1	1	1	1	1	1
chr11_33964286_33967857	1	1	1	1	1	1	1	1	1
chr11_8226046_8230683	1	1	1	0	0	1	1	1	1
chr20_49306307_49309162	1	1	1	1	1	0	1	1	1
chr1_181121049_181123654	1	1	1	1	1	1	1	1	1
chr10_94513996_94517989	1	1	1	1	1	1	1	1	1
chr2_170869607_170871165	1	0	1	1	0	0	1	1	1
chr12_54426638_54427789	1	0	0	0	0	0	1	1	0
chr15_44171247_44173891	1	0	0	0	0	0	0	0	0
chr8_142421347_142426352	1	1	1	1	1	1	1	1	1
chr2_232527256_232532109	1	1	1	1	1	1	1	1	1
chr6_35457129_35460603	1	1	1	1	0	1	1	1	1
chr1_156630249_156635284	1	1	1	1	1	1	1	1	1
chr2_43444721_43447298	1	1	1	1	1	1	1	1	1
chr1_3262093_3266365	1	0	1	0	0	1	1	1	1
chr11_119759730_119763658	1	0	0	0	0	0	0	0	1
chr11_69308185_69312534	1	0	0	0	0	0	0	0	1
chr14_100039652_100044326	1	0	0	0	0	1	1	1	1
chr15_99257740_99262228	1	0	0	0	0	0	0	0	1
chr2_101726098_101729492	1	0	0	0	0	0	0	0	1
chr2_241307979_241312994	1	0	0	0	0	0	0	1	1
chr2_238522379_238526567	1	0	0	0	0	0	0	0	1
chr19_41936986_41938891	1	1	0	0	0	0	0	0	0
chr10_93348489_93351723	1	1	1	1	1	1	1	1	1
chr2_238221820_238225273	1	0	0	0	0	0	0	0	1
chr6_164382342_164386389	1	0	0	0	0	0	0	0	1
chr10_3087624_3090443	1	1	1	1	0	1	1	1	1
chr16_82767609_82770047	1	0	0	0	0	0	0	0	1
chr8_30135042_30138909	1	0	0	0	0	1	0	1	1
chr9_134110296_134115184	1	0	0	0	0	1	0	1	1
chr2_47295775_47299432	1	0	0	0	0	0	1	1	1
chr20_56014710_56019293	1	0	0	0	0	0	1	1	1
chr10_79972390_79977332	1	0	0	0	0	0	0	0	1
chr1_79541347_79549134	1	0	0	0	0	0	0	0	1
chr13_105768073_105771898	1	0	0	0	0	0	0	0	1
chr3_80596701_80604762	1	0	0	0	0	0	0	0	1
chr5_176076732_176078530	1	1	1	0	0	1	1	1	1
chr22_21953368_21954302	1	0	0	0	0	1	0	1	0
chr2_159885988_159889012	1	0	1	0	0	1	1	1	1
chr17_45368528_45369514	1	1	1	1	1	1	1	1	1
chr2_68419973_68421991	1	1	1	1	0	1	1	1	1
chr3_141579463_141580810	1	1	1	1	0	1	1	1	1
chr10_22981895_22983289	1	1	1	1	0	1	1	1	1
chr20_30261538_30264882	1	1	1	1	1	1	1	1	1
chr7_50564242_50565706	1	0	1	1	0	1	1	1	1
chr6_4358582_4359930	1	0	1	0	0	1	1	1	1
chr6_7163950_7166054	1	1	1	1	1	1	1	1	1
chr9_38038695_38040099	1	1	0	1	1	1	0	1	0
chr6_84761493_84763345	1	1	1	1	1	1	1	1	1
chr6_52253728_52256212	1	1	1	1	1	1	1	1	1
chr10_46052882_46055670	1	0	1	1	0	1	1	1	1
chr1_246469251_246471350	1	1	1	1	1	1	1	1	1
chr7_115993663_115997109	1	0	1	0	0	1	1	1	1
chr11_69054197_69056378	1	0	1	0	0	1	1	1	1
chr7_135742628_135745716	1	0	1	0	0	1	1	1	1
chr12_54412238_54415445	1	1	1	1	1	1	1	1	1
chr7_107587162_107588892	1	0	0	0	0	0	1	1	1
chr7_139910588_139914247	1	0	0	0	0	1	0	1	1
chr21_35915964_35919662	1	0	1	0	0	1	1	1	1
chr1_38728185_38732516	1	1	1	1	0	1	1	1	1
chr1_212704746_212707293	1	0	0	0	0	1	0	1	1
chr11_44289927_44293764	1	0	1	1	1	1	1	1	1
chr1_10795106_10799241	1	0	0	0	0	0	0	1	1
chr11_16913136_16917745	1	0	0	0	0	0	0	0	1
chr1_109816874_109818905	1	1	1	1	1	1	1	1	1
chr1_1136667_1137146	1	1	0	0	0	0	0	1	0
chr1_1368471_1368786	1	1	1	1	0	1	1	1	1
chr1_1840449_1840835	1	1	0	0	0	0	0	1	0
chr1_2574343_2574764	1	1	0	1	0	0	0	1	0
chr1_6053603_6054107	1	1	0	1	1	1	0	1	0
chr1_7764543_7764931	1	0	1	0	0	0	0	1	1
chr1_11942925_11943217	1	1	1	1	1	1	1	1	1
chr1_11968510_11969143	1	1	0	1	1	0	0	1	0
chr1_12493313_12493712	1	1	1	1	1	1	1	1	1
chr1_12717632_12717976	1	1	0	1	1	0	0	1	0
chr1_14765058_14765382	1	1	1	0	0	0	1	1	1
chr1_16087189_16087372	1	0	0	0	0	0	0	1	1
chr1_16176617_16176801	1	1	0	0	1	0	0	0	0
chr1_16677236_16677843	1	1	0	1	0	1	0	1	0
chr1_17231253_17231704	1	0	0	1	1	0	0	0	0
chr1_17353741_17353845	1	0	0	0	0	0	0	0	0
chr1_20204786_20204981	1	1	1	1	0	1	1	1	1
chr1_20514084_20514586	1	1	0	1	1	0	0	1	0
chr1_21348947_21349299	1	1	1	1	1	1	1	1	1
chr1_21588176_21588724	1	1	1	1	1	1	1	1	1
chr1_21724067_21724372	1	0	1	0	0	1	1	1	1
chr1_22235836_22236001	1	1	1	1	1	1	1	1	1
chr1_24691833_24692082	1	0	1	0	0	1	0	1	1
chr1_25559638_25560067	1	1	0	1	1	0	0	1	0
chr1_25566195_25566411	1	1	0	1	1	0	0	1	0
chr1_26337765_26338024	1	0	0	0	0	0	1	1	0
chr1_26452850_26453250	1	1	1	1	0	0	1	1	1
chr1_26827232_26827869	1	1	0	1	1	0	0	0	0
chr1_26946837_26947249	1	1	0	1	0	0	0	1	0
chr1_26947342_26948198	1	1	0	0	1	0	0	0	0
chr1_27024638_27025138	1	1	0	0	1	0	0	0	0
chr1_27191386_27191927	1	1	0	0	1	0	0	1	0
chr1_27353661_27353962	1	1	0	1	1	1	0	1	0
chr1_27527451_27527688	1	0	0	0	0	0	0	1	1
chr1_27691785_27692261	1	1	0	1	1	1	0	1	0
chr1_29214759_29214998	1	1	0	1	1	0	0	0	0
chr1_31238817_31239233	1	1	1	1	1	1	1	1	1
chr1_31241795_31242280	1	1	1	1	1	1	1	1	1
chr1_31251287_31251533	1	1	1	1	1	1	1	1	1
chr1_31627566_31627958	1	1	0	1	1	1	0	1	0
chr1_31643824_31643962	1	1	1	1	1	1	1	1	1
chr1_32421622_32422096	1	1	1	1	1	1	1	1	1
chr1_36839449_36839891	1	1	1	1	1	0	1	1	1
chr1_36866636_36866899	1	1	0	0	1	0	0	1	0
chr1_40848967_40849502	1	1	1	1	1	0	1	1	1
chr1_42774668_42774801	1	0	0	0	0	0	0	0	0
chr1_46111666_46112048	1	0	0	0	0	0	0	0	0
chr1_54873075_54873515	1	1	0	1	0	0	0	1	0
chr1_54953784_54954325	1	1	0	1	1	0	0	1	0
chr1_61918819_61919182	1	0	1	0	0	1	1	1	1
chr1_65775838_65775991	1	1	0	0	0	0	0	1	0
chr1_65888047_65888596	1	1	1	1	1	0	1	0	1
chr1_68166463_68166766	1	1	1	1	1	1	1	1	1
chr1_78469106_78469287	1	1	0	1	0	0	0	1	0
chr1_78557346_78557710	1	0	0	0	0	1	1	1	0
chr1_87800631_87801610	1	1	0	1	0	0	0	1	0
chr1_90372321_90372729	1	1	1	1	1	1	1	1	1
chr1_92198149_92198440	1	1	1	1	1	1	1	1	1
chr1_93003662_93004045	1	0	0	0	0	0	0	1	1
chr1_94480579_94480958	1	1	1	0	0	1	1	1	1
chr1_100828525_100828922	1	1	0	1	1	0	0	1	0
chr1_103126263_103126396	1	1	0	0	0	0	0	1	0
chr1_109467804_109468470	1	0	0	0	0	0	0	0	0
chr1_115052481_115052766	1	1	0	1	0	0	0	0	0
chr1_144533627_144534178	1	1	0	1	1	0	0	1	0
chr1_144986415_144987071	1	0	0	0	0	1	0	1	0
chr1_145012331_145013054	1	1	0	1	0	1	0	1	0
chr1_145437595_145437817	1	0	0	0	0	1	0	0	0
chr1_145455122_145455741	1	1	1	1	1	1	1	1	1
chr1_147806841_147807184	1	1	0	1	1	0	0	0	0
chr1_148000699_148000802	1	1	0	0	0	0	0	1	0
chr1_150949569_150950014	1	1	0	1	1	0	0	1	0
chr1_154972628_154972915	1	1	0	1	1	0	0	1	0
chr1_156461502_156461819	1	1	1	1	1	1	1	1	1
chr1_156474686_156475018	1	1	0	1	1	1	0	1	0
chr1_156629760_156630406	1	1	0	1	0	0	0	1	0
chr1_157244599_157245063	1	1	1	0	1	1	1	1	1
chr1_159859603_159860031	1	1	1	1	0	1	1	1	1
chr1_160696081_160696317	1	1	1	1	0	1	1	1	1
chr1_160982920_160983992	1	1	1	1	1	1	1	1	1
chr1_161359666_161360218	1	1	0	1	1	0	0	1	0
chr1_161582212_161582506	1	1	0	1	1	0	0	1	0
chr1_161591982_161592107	1	1	0	1	1	0	0	0	0
chr1_165797615_165798367	1	1	0	0	1	0	0	0	0
chr1_166102836_166102913	1	0	0	0	0	0	0	0	0
chr1_167586596_167587245	1	1	1	1	1	1	1	1	1
chr1_167683554_167683813	1	1	0	1	1	0	0	0	0
chr1_170042588_170042670	1	0	0	0	1	0	0	1	0
chr1_173447359_173447668	1	1	0	1	1	0	0	0	0
chr1_174122877_174123205	1	0	1	0	0	1	1	1	1
chr1_180554738_180554883	1	1	0	0	1	1	0	1	0
chr1_181998739_181999134	1	1	0	0	1	0	0	1	0
chr1_194045207_194045486	1	0	0	0	0	0	0	0	1
chr1_194828218_194828283	1	1	0	1	1	0	0	0	0
chr1_197964894_197965254	1	1	1	0	1	0	1	1	1
chr1_198128112_198128944	1	1	0	1	1	0	0	1	0
chr1_202132024_202132258	1	1	0	1	0	1	0	1	0
chr1_207823430_207823599	1	1	0	0	1	1	0	1	0
chr1_207921430_207921703	1	1	1	1	1	1	1	1	1
chr1_211035320_211035533	1	0	0	0	0	0	0	1	1
chr1_211780151_211780642	1	1	0	1	1	0	0	0	0
chr1_215741534_215741966	1	1	0	1	1	0	0	0	0
chr1_218523725_218524123	1	0	0	0	0	0	0	1	1
chr1_221916049_221916599	1	0	0	1	1	0	0	1	0
chr1_223914239_223914747	1	1	1	1	1	1	1	1	1
chr1_226190534_226190731	1	1	1	1	1	1	1	1	1
chr1_226435130_226435332	1	0	0	0	0	0	0	0	0
